timestamp,activity,heart_rate
1505.02,other,114.0
1505.13,other,114.0
1505.23,other,114.0
1505.34,other,114.0
1505.45,other,114.0
1505.56,other,114.0
1505.67,other,114.0
1505.78,other,114.0
1505.89,other,114.0
1506.0,other,114.0
1506.11,other,114.0
1506.22,other,114.0
1506.33,other,114.0
1506.44,other,115.0
1506.55,other,115.0
1506.66,other,115.0
1506.77,other,115.0
1506.88,other,115.0
1506.98,other,115.0
1507.09,other,115.0
1507.2,other,115.0
1507.31,other,115.0
1507.42,other,115.0
1507.53,other,115.0
1507.64,other,115.0
1507.75,other,115.0
1507.86,other,115.0
1507.97,other,115.0
1508.08,other,115.0
1508.19,other,115.0
1508.3,other,115.0
1508.41,other,115.0
1508.52,other,115.0
1508.63,other,115.0
1508.73,other,115.0
1508.84,other,115.0
1508.95,other,116.0
1509.06,other,116.0
1509.17,other,116.0
1509.28,other,116.0
1509.39,other,116.0
1509.5,other,116.0
1509.61,other,116.0
1509.72,other,116.0
1509.83,other,116.0
1509.94,other,116.0
1510.05,other,116.0
1510.16,other,116.0
1510.27,other,116.0
1510.38,other,116.0
1510.48,other,116.0
1510.59,other,116.0
1510.7,other,116.0
1510.81,other,116.0
1510.92,other,116.0
1511.03,other,116.0
1511.14,other,116.0
1511.25,other,116.0
1511.36,other,116.0
1511.47,other,116.0
1511.58,other,116.0
1511.69,other,116.0
1511.8,other,116.0
1511.91,other,116.0
1512.02,other,116.0
1512.13,other,116.0
1512.23,other,116.0
1512.34,other,116.0
1512.45,other,116.0
1512.56,other,116.0
1512.67,other,116.0
1512.78,other,116.0
1512.89,other,116.0
1513.0,other,116.0
1513.11,other,116.0
1513.22,other,116.0
1513.33,other,117.0
1513.44,other,117.0
1513.55,other,117.0
1513.66,other,117.0
1513.77,other,117.0
1513.88,other,117.0
1513.98,other,117.0
1514.09,other,117.0
1514.2,other,117.0
1514.31,other,117.0
1514.42,other,117.0
1514.53,other,117.0
1514.64,other,117.0
1514.75,other,117.0
1514.86,other,117.0
1514.97,other,117.0
1515.08,other,117.0
1515.19,other,117.0
1515.3,other,117.0
1515.41,other,117.0
1515.52,other,117.0
1515.63,other,117.0
1515.73,other,117.0
1515.84,other,117.0
1515.95,other,117.0
1516.06,other,117.0
1516.17,other,117.0
1516.28,other,117.0
1516.39,other,117.0
1516.5,other,117.0
1516.61,other,117.0
1516.72,other,117.0
1516.83,other,117.0
1516.94,other,117.0
1517.05,other,117.0
1517.16,other,117.0
1517.27,other,117.0
1517.38,other,117.0
1517.48,other,117.0
1517.59,other,117.0
1517.7,other,117.0
1517.81,other,117.0
1517.92,other,117.0
1518.03,other,117.0
1518.14,other,117.0
1518.25,other,117.0
1518.36,other,117.0
1518.47,other,117.0
1518.58,other,117.0
1518.69,other,118.0
1518.8,other,118.0
1518.91,other,118.0
1519.02,other,118.0
1519.13,other,118.0
1519.23,other,118.0
1519.34,other,118.0
1519.45,other,118.0
1519.56,other,118.0
1519.67,other,118.0
1519.78,other,118.0
1519.89,other,118.0
1520.0,other,118.0
1520.11,other,118.0
1520.22,other,118.0
1520.33,other,118.0
1520.44,other,118.0
1520.55,other,118.0
1520.66,other,118.0
1520.77,other,118.0
1520.88,other,118.0
1520.98,other,118.0
1521.09,other,118.0
1521.2,other,118.0
1521.31,other,119.0
1521.42,other,119.0
1521.53,other,119.0
1521.64,other,119.0
1521.75,other,119.0
1521.86,other,119.0
1521.97,other,119.0
1522.08,other,119.0
1522.19,other,119.0
1522.3,other,119.0
1522.41,other,119.0
1522.52,other,119.0
1522.63,other,119.0
1522.73,other,119.0
1522.84,other,119.0
1522.95,other,120.0
1523.06,other,120.0
1523.17,other,120.0
1523.28,other,120.0
1523.39,other,120.0
1523.5,other,120.0
1523.61,other,120.0
1523.72,other,120.0
1523.83,other,120.0
1523.94,other,121.0
1524.05,other,121.0
1524.16,other,121.0
1524.27,other,121.0
1524.38,other,121.0
1524.48,other,121.0
1524.59,other,121.0
1524.7,other,121.0
1524.81,other,121.0
1524.92,other,121.0
1525.03,other,121.0
1525.14,other,121.0
1525.25,other,121.0
1525.36,other,121.0
1525.47,other,121.0
1525.58,other,122.0
1525.69,other,122.0
1525.8,other,122.0
1525.91,other,122.0
1526.02,other,122.0
1526.13,other,122.0
1526.23,other,122.0
1526.34,other,122.0
1526.45,other,122.0
1526.56,other,122.0
1526.67,other,122.0
1526.78,other,122.0
1526.89,other,122.0
1527.0,other,122.0
1527.11,other,122.0
1527.22,other,122.0
1527.33,other,122.0
1527.44,other,123.0
1527.55,other,123.0
1527.66,other,123.0
1527.77,other,123.0
1527.88,other,123.0
1527.98,other,123.0
1528.09,other,123.0
1528.2,other,123.0
1528.31,other,123.0
1528.42,other,123.0
1528.53,other,123.0
1528.64,other,123.0
1528.75,other,123.0
1528.86,other,123.0
1528.97,other,123.0
1529.08,other,123.0
1529.19,other,123.0
1529.3,other,123.0
1529.41,other,123.0
1529.52,other,123.0
1529.63,other,123.0
1529.73,other,123.0
1529.84,other,123.0
1529.95,other,123.0
1530.06,other,124.0
1530.17,other,124.0
1530.28,other,124.0
1530.39,other,124.0
1530.5,other,124.0
1530.61,other,124.0
1530.72,other,124.0
1530.83,other,124.0
1530.94,other,124.0
1531.05,other,124.0
1531.16,other,124.0
1531.27,other,124.0
1531.38,other,124.0
1531.48,other,124.0
1531.59,other,124.0
1531.7,other,124.0
1531.81,other,124.0
1531.92,other,124.0
1532.03,other,124.0
1532.14,other,124.0
1532.25,other,124.0
1532.36,other,124.0
1532.47,other,124.0
1532.58,other,125.0
1532.69,other,125.0
1532.8,other,125.0
1532.91,other,125.0
1533.02,other,125.0
1533.13,other,125.0
1533.23,other,125.0
1533.34,other,125.0
1533.45,other,125.0
1533.56,other,125.0
1533.67,other,125.0
1533.78,other,125.0
1533.89,other,125.0
1534.0,other,125.0
1534.11,other,125.0
1534.22,other,125.0
1534.33,other,125.0
1534.44,other,126.0
1534.55,other,126.0
1534.66,other,126.0
1534.77,other,126.0
1534.88,other,126.0
1534.98,other,126.0
1535.09,other,126.0
1535.2,other,126.0
1535.31,other,126.0
1535.42,other,126.0
1535.53,other,126.0
1535.64,other,126.0
1535.75,other,126.0
1535.86,other,126.0
1535.97,other,126.0
1536.08,other,127.0
1536.19,other,127.0
1536.3,other,127.0
1536.41,other,127.0
1536.58,other,127.0
1536.69,other,127.0
1536.8,other,127.0
1536.91,other,127.0
1537.02,other,128.0
1537.13,other,128.0
1537.23,other,128.0
1537.34,other,128.0
1537.45,other,128.0
1537.56,other,128.0
1537.67,other,128.0
1537.78,other,128.0
1537.89,other,128.0
1538.0,other,128.0
1538.11,other,128.0
1538.22,other,128.0
1538.33,other,128.0
1538.44,other,128.0
1538.55,other,128.0
1538.66,other,128.0
1538.77,other,129.0
1538.88,other,129.0
1538.98,other,129.0
1539.09,other,129.0
1539.2,other,129.0
1539.31,other,129.0
1539.42,other,129.0
1539.53,other,129.0
1539.64,other,128.0
1539.75,other,128.0
1539.86,other,128.0
1539.97,other,128.0
1540.08,other,128.0
1540.19,other,128.0
1540.3,other,128.0
1540.41,other,128.0
1540.52,other,127.0
1540.63,other,127.0
1540.73,other,127.0
1540.84,other,127.0
1540.95,other,127.0
1541.06,other,127.0
1541.17,other,127.0
1541.28,other,127.0
1541.39,other,126.0
1541.5,other,126.0
1541.61,other,126.0
1541.72,other,126.0
1541.83,other,126.0
1541.94,other,126.0
1542.05,other,126.0
1542.16,other,126.0
1542.27,other,125.0
1542.38,other,125.0
1542.48,other,125.0
1542.59,other,125.0
1542.7,other,125.0
1542.81,other,125.0
1542.92,other,125.0
1543.03,other,125.0
1543.14,other,124.0
1543.25,other,124.0
1543.36,other,124.0
1543.47,other,124.0
1543.58,other,124.0
1543.69,other,124.0
1543.8,other,124.0
1543.91,other,124.0
1544.02,other,124.0
1544.13,other,124.0
1544.23,other,124.0
1544.34,other,124.0
1544.45,other,124.0
1544.56,other,124.0
1544.67,other,124.0
1544.78,other,124.0
1544.89,other,124.0
1545.0,other,124.0
1545.11,other,124.0
1545.22,other,124.0
1545.33,other,124.0
1545.44,other,124.0
1545.55,other,124.0
1545.66,other,124.0
1545.77,other,125.0
1545.88,other,125.0
1545.98,other,125.0
1546.09,other,125.0
1546.2,other,125.0
1546.31,other,125.0
1546.42,other,125.0
1546.53,other,125.0
1546.64,other,125.0
1546.75,other,125.0
1546.86,other,125.0
1546.97,other,125.0
1547.08,other,125.0
1547.19,other,125.0
1547.3,other,125.0
1547.41,other,125.0
1547.52,other,125.0
1547.63,other,125.0
1547.73,other,125.0
1547.84,other,125.0
1547.95,other,125.0
1548.06,other,125.0
1548.17,other,125.0
1548.28,other,125.0
1548.39,other,125.0
1548.5,other,125.0
1548.61,other,125.0
1548.72,other,125.0
1548.83,other,125.0
1548.94,other,125.0
1549.05,other,125.0
1549.16,other,125.0
1549.27,other,124.0
1549.38,other,124.0
1549.48,other,124.0
1549.59,other,124.0
1549.7,other,124.0
1549.81,other,124.0
1549.92,other,124.0
1550.03,other,124.0
1550.14,other,124.0
1550.25,other,124.0
1550.36,other,124.0
1550.47,other,124.0
1550.58,other,124.0
1550.69,other,124.0
1550.8,other,124.0
1550.91,other,124.0
1551.02,other,124.0
1551.13,other,124.0
1551.23,ascending stairs,124.0
1551.34,ascending stairs,123.0
1551.45,ascending stairs,123.0
1551.56,ascending stairs,123.0
1551.67,ascending stairs,123.0
1551.78,ascending stairs,123.0
1551.89,ascending stairs,123.0
1552.0,ascending stairs,123.0
1552.11,ascending stairs,123.0
1552.22,ascending stairs,123.0
1552.33,ascending stairs,123.0
1552.44,ascending stairs,123.0
1552.55,ascending stairs,123.0
1552.66,ascending stairs,123.0
1552.77,ascending stairs,122.0
1552.88,ascending stairs,122.0
1552.98,ascending stairs,122.0
1553.09,ascending stairs,122.0
1553.2,ascending stairs,122.0
1553.31,ascending stairs,122.0
1553.42,ascending stairs,122.0
1553.53,ascending stairs,122.0
1553.64,ascending stairs,122.0
1553.75,ascending stairs,122.0
1553.86,ascending stairs,122.0
1553.97,ascending stairs,122.0
1554.08,ascending stairs,122.0
1554.19,ascending stairs,122.0
1554.3,ascending stairs,122.0
1554.41,ascending stairs,122.0
1554.52,ascending stairs,121.0
1554.63,ascending stairs,121.0
1554.73,ascending stairs,121.0
1554.84,ascending stairs,121.0
1554.95,ascending stairs,121.0
1555.06,ascending stairs,121.0
1555.17,ascending stairs,121.0
1555.28,ascending stairs,121.0
1555.39,ascending stairs,121.0
1555.5,ascending stairs,121.0
1555.61,ascending stairs,121.0
1555.72,ascending stairs,121.0
1555.83,ascending stairs,121.0
1555.94,ascending stairs,121.0
1556.05,ascending stairs,121.0
1556.16,ascending stairs,121.0
1556.27,ascending stairs,120.0
1556.38,ascending stairs,120.0
1556.48,ascending stairs,120.0
1556.59,ascending stairs,120.0
1556.7,ascending stairs,120.0
1556.81,ascending stairs,120.0
1556.92,ascending stairs,120.0
1557.03,ascending stairs,120.0
1557.14,ascending stairs,120.0
1557.25,ascending stairs,120.0
1557.36,ascending stairs,120.0
1557.47,ascending stairs,120.0
1557.58,ascending stairs,120.0
1557.69,ascending stairs,120.0
1557.8,ascending stairs,120.0
1557.91,ascending stairs,120.0
1558.02,ascending stairs,120.0
1558.13,ascending stairs,120.0
1558.23,ascending stairs,120.0
1558.34,ascending stairs,120.0
1558.45,ascending stairs,120.0
1558.56,ascending stairs,120.0
1558.67,ascending stairs,120.0
1558.78,ascending stairs,120.0
1558.89,ascending stairs,120.0
1559.0,ascending stairs,120.0
1559.11,ascending stairs,120.0
1559.22,ascending stairs,120.0
1559.33,ascending stairs,120.0
1559.44,ascending stairs,120.0
1559.55,ascending stairs,120.0
1559.66,ascending stairs,120.0
1559.77,ascending stairs,120.0
1559.88,ascending stairs,120.0
1559.98,ascending stairs,120.0
1560.09,ascending stairs,120.0
1560.2,ascending stairs,120.0
1560.31,ascending stairs,120.0
1560.42,ascending stairs,120.0
1560.53,ascending stairs,120.0
1560.64,ascending stairs,120.0
1560.75,ascending stairs,120.0
1560.86,ascending stairs,120.0
1560.97,ascending stairs,120.0
1561.08,ascending stairs,120.0
1561.19,ascending stairs,120.0
1561.3,ascending stairs,120.0
1561.41,ascending stairs,120.0
1561.52,ascending stairs,120.0
1561.63,ascending stairs,120.0
1561.73,ascending stairs,120.0
1561.84,ascending stairs,120.0
1561.95,ascending stairs,120.0
1562.06,ascending stairs,120.0
1562.17,ascending stairs,120.0
1562.28,ascending stairs,120.0
1562.39,ascending stairs,121.0
1562.5,ascending stairs,121.0
1562.61,ascending stairs,121.0
1562.72,ascending stairs,121.0
1562.83,ascending stairs,121.0
1562.94,ascending stairs,121.0
1563.05,ascending stairs,121.0
1563.16,ascending stairs,121.0
1563.27,ascending stairs,121.0
1563.38,ascending stairs,121.0
1563.48,ascending stairs,121.0
1563.59,ascending stairs,121.0
1563.7,ascending stairs,121.0
1563.81,ascending stairs,121.0
1563.92,ascending stairs,121.0
1564.03,ascending stairs,121.0
1564.14,ascending stairs,122.0
1564.25,ascending stairs,122.0
1564.36,ascending stairs,122.0
1564.47,ascending stairs,122.0
1564.58,ascending stairs,122.0
1564.69,ascending stairs,122.0
1564.8,ascending stairs,122.0
1564.91,ascending stairs,122.0
1565.02,ascending stairs,123.0
1565.13,ascending stairs,123.0
1565.23,ascending stairs,123.0
1565.34,ascending stairs,123.0
1565.45,ascending stairs,123.0
1565.56,ascending stairs,123.0
1565.67,ascending stairs,123.0
1565.78,ascending stairs,123.0
1565.89,ascending stairs,123.0
1566.0,ascending stairs,123.0
1566.11,ascending stairs,123.0
1566.22,ascending stairs,123.0
1566.33,ascending stairs,123.0
1566.44,ascending stairs,123.0
1566.55,ascending stairs,123.0
1566.66,ascending stairs,123.0
1566.77,ascending stairs,124.0
1566.88,ascending stairs,124.0
1566.98,ascending stairs,124.0
1567.09,ascending stairs,124.0
1567.2,ascending stairs,124.0
1567.31,ascending stairs,124.0
1567.42,ascending stairs,124.0
1567.53,ascending stairs,124.0
1567.64,ascending stairs,124.0
1567.75,ascending stairs,124.0
1567.86,ascending stairs,124.0
1567.97,ascending stairs,124.0
1568.08,ascending stairs,124.0
1568.19,ascending stairs,124.0
1568.3,ascending stairs,124.0
1568.41,ascending stairs,124.0
1568.52,ascending stairs,125.0
1568.63,ascending stairs,125.0
1568.73,ascending stairs,125.0
1568.84,ascending stairs,125.0
1568.95,ascending stairs,125.0
1569.06,ascending stairs,125.0
1569.17,ascending stairs,125.0
1569.28,ascending stairs,125.0
1569.39,ascending stairs,125.0
1569.5,ascending stairs,125.0
1569.61,ascending stairs,125.0
1569.72,ascending stairs,125.0
1569.83,ascending stairs,125.0
1569.94,ascending stairs,125.0
1570.05,ascending stairs,125.0
1570.16,ascending stairs,125.0
1570.27,ascending stairs,126.0
1570.38,ascending stairs,126.0
1570.48,ascending stairs,126.0
1570.59,ascending stairs,126.0
1570.7,ascending stairs,126.0
1570.81,ascending stairs,126.0
1570.92,ascending stairs,126.0
1571.03,ascending stairs,126.0
1571.14,ascending stairs,127.0
1571.25,ascending stairs,127.0
1571.36,ascending stairs,127.0
1571.47,ascending stairs,127.0
1571.58,ascending stairs,127.0
1571.69,ascending stairs,127.0
1571.8,ascending stairs,127.0
1571.91,ascending stairs,127.0
1572.02,ascending stairs,128.0
1572.13,ascending stairs,128.0
1572.23,ascending stairs,128.0
1572.34,ascending stairs,128.0
1572.45,ascending stairs,128.0
1572.56,ascending stairs,128.0
1572.67,ascending stairs,128.0
1572.78,ascending stairs,128.0
1572.89,ascending stairs,129.0
1573.0,ascending stairs,129.0
1573.11,ascending stairs,129.0
1573.22,ascending stairs,129.0
1573.33,ascending stairs,129.0
1573.44,ascending stairs,129.0
1573.55,ascending stairs,129.0
1573.66,ascending stairs,129.0
1573.77,ascending stairs,130.0
1573.88,ascending stairs,130.0
1573.98,ascending stairs,130.0
1574.09,ascending stairs,130.0
1574.2,ascending stairs,130.0
1574.31,ascending stairs,130.0
1574.42,ascending stairs,130.0
1574.53,ascending stairs,130.0
1574.64,ascending stairs,131.0
1574.75,ascending stairs,131.0
1574.86,ascending stairs,131.0
1574.97,ascending stairs,131.0
1575.08,ascending stairs,131.0
1575.19,ascending stairs,131.0
1575.3,ascending stairs,131.0
1575.41,ascending stairs,131.0
1575.52,ascending stairs,132.0
1575.63,ascending stairs,132.0
1575.73,ascending stairs,132.0
1575.84,ascending stairs,132.0
1575.95,ascending stairs,132.0
1576.06,ascending stairs,132.0
1576.17,ascending stairs,132.0
1576.28,ascending stairs,132.0
1576.39,ascending stairs,133.0
1576.5,ascending stairs,133.0
1576.61,ascending stairs,133.0
1576.72,ascending stairs,133.0
1576.83,ascending stairs,133.0
1576.94,ascending stairs,133.0
1577.05,ascending stairs,133.0
1577.16,ascending stairs,133.0
1577.27,ascending stairs,134.0
1577.38,ascending stairs,134.0
1577.48,ascending stairs,134.0
1577.59,ascending stairs,134.0
1577.7,ascending stairs,134.0
1577.81,ascending stairs,134.0
1577.92,ascending stairs,134.0
1578.03,ascending stairs,134.0
1578.14,ascending stairs,136.0
1578.25,ascending stairs,136.0
1578.36,ascending stairs,136.0
1578.47,ascending stairs,136.0
1578.58,ascending stairs,136.0
1578.69,ascending stairs,136.0
1578.8,ascending stairs,136.0
1578.91,ascending stairs,136.0
1579.02,ascending stairs,137.0
1579.13,ascending stairs,137.0
1579.23,ascending stairs,137.0
1579.34,ascending stairs,137.0
1579.45,ascending stairs,137.0
1579.56,ascending stairs,137.0
1579.67,ascending stairs,137.0
1579.78,ascending stairs,137.0
1579.89,ascending stairs,138.0
1580.0,ascending stairs,138.0
1580.11,ascending stairs,138.0
1580.22,ascending stairs,138.0
1580.33,ascending stairs,138.0
1580.44,ascending stairs,138.0
1580.55,ascending stairs,138.0
1580.66,ascending stairs,138.0
1580.77,ascending stairs,139.0
1580.88,ascending stairs,139.0
1580.98,ascending stairs,139.0
1581.09,ascending stairs,139.0
1581.2,ascending stairs,139.0
1581.31,ascending stairs,139.0
1581.42,ascending stairs,139.0
1581.53,ascending stairs,139.0
1581.64,ascending stairs,140.0
1581.75,ascending stairs,140.0
1581.86,ascending stairs,140.0
1581.97,ascending stairs,140.0
1582.08,ascending stairs,140.0
1582.19,ascending stairs,140.0
1582.3,ascending stairs,140.0
1582.41,ascending stairs,140.0
1582.52,ascending stairs,141.0
1582.63,ascending stairs,141.0
1582.73,ascending stairs,141.0
1582.84,ascending stairs,141.0
1582.95,ascending stairs,141.0
1583.06,ascending stairs,141.0
1583.17,ascending stairs,141.0
1583.28,ascending stairs,141.0
1583.39,ascending stairs,142.0
1583.5,ascending stairs,142.0
1583.61,ascending stairs,142.0
1583.72,ascending stairs,142.0
1583.83,ascending stairs,142.0
1583.94,ascending stairs,142.0
1584.05,ascending stairs,142.0
1584.16,ascending stairs,142.0
1584.27,ascending stairs,143.0
1584.38,ascending stairs,143.0
1584.48,ascending stairs,143.0
1584.59,ascending stairs,143.0
1584.7,ascending stairs,143.0
1584.81,ascending stairs,143.0
1584.92,ascending stairs,143.0
1585.03,ascending stairs,143.0
1585.14,ascending stairs,144.0
1585.25,ascending stairs,144.0
1585.36,ascending stairs,144.0
1585.47,ascending stairs,144.0
1585.58,ascending stairs,144.0
1585.69,ascending stairs,144.0
1585.8,ascending stairs,144.0
1585.91,ascending stairs,144.0
1586.02,ascending stairs,144.0
1586.13,ascending stairs,144.0
1586.23,ascending stairs,144.0
1586.34,ascending stairs,144.0
1586.45,ascending stairs,144.0
1586.56,ascending stairs,144.0
1586.67,ascending stairs,144.0
1586.78,ascending stairs,144.0
1586.89,ascending stairs,145.0
1587.0,ascending stairs,145.0
1587.11,ascending stairs,145.0
1587.22,ascending stairs,145.0
1587.33,ascending stairs,145.0
1587.44,ascending stairs,145.0
1587.55,ascending stairs,145.0
1587.66,ascending stairs,145.0
1587.77,ascending stairs,146.0
1587.88,ascending stairs,146.0
1587.98,ascending stairs,146.0
1588.09,ascending stairs,146.0
1588.2,ascending stairs,146.0
1588.31,ascending stairs,146.0
1588.42,ascending stairs,146.0
1588.53,ascending stairs,146.0
1588.64,ascending stairs,146.0
1588.75,ascending stairs,146.0
1588.86,ascending stairs,146.0
1588.97,ascending stairs,146.0
1589.08,ascending stairs,146.0
1589.19,ascending stairs,146.0
1589.3,ascending stairs,146.0
1589.41,ascending stairs,146.0
1589.52,ascending stairs,147.0
1589.63,ascending stairs,147.0
1589.73,ascending stairs,147.0
1589.84,ascending stairs,147.0
1589.95,ascending stairs,147.0
1590.06,ascending stairs,147.0
1590.17,ascending stairs,147.0
1590.28,ascending stairs,147.0
1590.39,ascending stairs,148.0
1590.5,ascending stairs,148.0
1590.61,ascending stairs,148.0
1590.72,ascending stairs,148.0
1590.83,ascending stairs,148.0
1590.94,ascending stairs,148.0
1591.05,ascending stairs,148.0
1591.16,ascending stairs,148.0
1591.27,ascending stairs,148.0
1591.38,ascending stairs,148.0
1591.48,ascending stairs,148.0
1591.59,ascending stairs,148.0
1591.7,ascending stairs,148.0
1591.81,ascending stairs,148.0
1591.92,ascending stairs,148.0
1592.03,ascending stairs,148.0
1592.14,ascending stairs,149.0
1592.25,ascending stairs,149.0
1592.36,ascending stairs,149.0
1592.47,ascending stairs,149.0
1592.58,ascending stairs,149.0
1592.69,ascending stairs,149.0
1592.8,ascending stairs,149.0
1592.91,ascending stairs,149.0
1593.02,ascending stairs,150.0
1593.13,ascending stairs,150.0
1593.23,ascending stairs,150.0
1593.34,ascending stairs,150.0
1593.45,ascending stairs,150.0
1593.56,ascending stairs,150.0
1593.67,ascending stairs,150.0
1593.78,ascending stairs,150.0
1593.89,ascending stairs,150.0
1594.0,ascending stairs,150.0
1594.11,ascending stairs,150.0
1594.22,ascending stairs,150.0
1594.33,ascending stairs,150.0
1594.44,ascending stairs,150.0
1594.55,ascending stairs,150.0
1594.66,ascending stairs,150.0
1594.77,ascending stairs,151.0
1594.88,ascending stairs,151.0
1594.98,ascending stairs,151.0
1595.09,ascending stairs,151.0
1595.2,ascending stairs,151.0
1595.31,ascending stairs,151.0
1595.42,ascending stairs,151.0
1595.53,ascending stairs,151.0
1595.64,ascending stairs,152.0
1595.75,ascending stairs,152.0
1595.86,ascending stairs,152.0
1595.97,ascending stairs,152.0
1596.08,ascending stairs,152.0
1596.19,ascending stairs,152.0
1596.3,ascending stairs,152.0
1596.41,ascending stairs,152.0
1596.52,ascending stairs,152.0
1596.63,ascending stairs,152.0
1596.73,ascending stairs,152.0
1596.84,ascending stairs,152.0
1596.95,ascending stairs,152.0
1597.06,ascending stairs,152.0
1597.17,ascending stairs,152.0
1597.28,ascending stairs,152.0
1597.39,ascending stairs,153.0
1597.5,ascending stairs,153.0
1597.61,ascending stairs,153.0
1597.72,ascending stairs,153.0
1597.83,ascending stairs,153.0
1597.94,ascending stairs,153.0
1598.05,ascending stairs,153.0
1598.16,ascending stairs,153.0
1598.27,ascending stairs,153.0
1598.38,ascending stairs,153.0
1598.48,ascending stairs,153.0
1598.59,ascending stairs,153.0
1598.7,ascending stairs,153.0
1598.81,ascending stairs,153.0
1598.92,ascending stairs,153.0
1599.03,ascending stairs,153.0
1599.14,ascending stairs,154.0
1599.25,ascending stairs,154.0
1599.36,ascending stairs,154.0
1599.47,ascending stairs,154.0
1599.58,ascending stairs,154.0
1599.69,ascending stairs,154.0
1599.8,ascending stairs,154.0
1599.91,ascending stairs,154.0
1600.02,ascending stairs,155.0
1600.13,ascending stairs,155.0
1600.23,ascending stairs,155.0
1600.34,ascending stairs,155.0
1600.45,ascending stairs,155.0
1600.56,ascending stairs,155.0
1600.67,ascending stairs,155.0
1600.78,ascending stairs,155.0
1600.89,ascending stairs,155.0
1601.0,ascending stairs,155.0
1601.11,ascending stairs,155.0
1601.22,ascending stairs,155.0
1601.33,ascending stairs,155.0
1601.44,ascending stairs,155.0
1601.55,ascending stairs,155.0
1601.66,ascending stairs,155.0
1601.77,ascending stairs,156.0
1601.88,ascending stairs,156.0
1601.98,ascending stairs,156.0
1602.09,ascending stairs,156.0
1602.2,ascending stairs,156.0
1602.31,ascending stairs,156.0
1602.42,ascending stairs,156.0
1602.53,ascending stairs,156.0
1602.64,ascending stairs,156.0
1602.75,ascending stairs,156.0
1602.86,ascending stairs,156.0
1602.97,ascending stairs,156.0
1603.08,ascending stairs,156.0
1603.19,ascending stairs,156.0
1603.3,ascending stairs,156.0
1603.41,ascending stairs,156.0
1603.52,ascending stairs,157.0
1603.63,ascending stairs,157.0
1603.73,ascending stairs,157.0
1603.84,ascending stairs,157.0
1603.95,ascending stairs,157.0
1604.06,ascending stairs,157.0
1604.17,ascending stairs,157.0
1604.28,ascending stairs,157.0
1604.39,ascending stairs,157.0
1604.5,ascending stairs,157.0
1604.61,ascending stairs,157.0
1604.72,ascending stairs,157.0
1604.83,ascending stairs,157.0
1604.94,ascending stairs,157.0
1605.05,ascending stairs,157.0
1605.16,ascending stairs,157.0
1605.27,ascending stairs,158.0
1605.38,ascending stairs,158.0
1605.48,ascending stairs,158.0
1605.59,ascending stairs,158.0
1605.7,ascending stairs,158.0
1605.81,ascending stairs,158.0
1605.92,ascending stairs,158.0
1606.03,ascending stairs,158.0
1606.14,ascending stairs,158.0
1606.25,ascending stairs,158.0
1606.36,ascending stairs,158.0
1606.47,ascending stairs,158.0
1606.58,ascending stairs,158.0
1606.69,ascending stairs,158.0
1606.8,ascending stairs,158.0
1606.91,ascending stairs,158.0
1607.02,ascending stairs,159.0
1607.13,ascending stairs,159.0
1607.23,ascending stairs,159.0
1607.34,ascending stairs,159.0
1607.45,ascending stairs,159.0
1607.56,ascending stairs,159.0
1607.67,ascending stairs,159.0
1607.78,ascending stairs,159.0
1607.89,ascending stairs,159.0
1608.0,ascending stairs,159.0
1608.11,ascending stairs,159.0
1608.22,ascending stairs,159.0
1608.33,ascending stairs,159.0
1608.44,ascending stairs,159.0
1608.55,ascending stairs,159.0
1608.66,ascending stairs,159.0
1608.77,ascending stairs,160.0
1608.88,ascending stairs,160.0
1608.98,ascending stairs,160.0
1609.09,ascending stairs,160.0
1609.2,ascending stairs,160.0
1609.31,ascending stairs,160.0
1609.42,ascending stairs,160.0
1609.53,ascending stairs,160.0
1609.64,ascending stairs,160.0
1609.75,ascending stairs,160.0
1609.86,ascending stairs,160.0
1609.97,ascending stairs,160.0
1610.08,ascending stairs,160.0
1610.19,ascending stairs,160.0
1610.3,ascending stairs,160.0
1610.41,ascending stairs,160.0
1610.52,ascending stairs,160.0
1610.63,ascending stairs,160.0
1610.73,ascending stairs,160.0
1610.84,ascending stairs,160.0
1610.95,ascending stairs,160.0
1611.06,ascending stairs,160.0
1611.17,ascending stairs,160.0
1611.28,ascending stairs,160.0
1611.39,ascending stairs,161.0
1611.5,ascending stairs,161.0
1611.61,ascending stairs,161.0
1611.72,ascending stairs,161.0
1611.83,ascending stairs,161.0
1611.94,ascending stairs,161.0
1612.05,ascending stairs,161.0
1612.16,ascending stairs,161.0
1612.27,ascending stairs,161.0
1612.38,ascending stairs,161.0
1612.48,ascending stairs,161.0
1612.59,ascending stairs,161.0
1612.7,ascending stairs,161.0
1612.81,ascending stairs,161.0
1612.92,ascending stairs,161.0
1613.03,ascending stairs,161.0
1613.14,ascending stairs,162.0
1613.25,ascending stairs,162.0
1613.36,ascending stairs,162.0
1613.47,ascending stairs,162.0
1613.58,ascending stairs,162.0
1613.69,ascending stairs,162.0
1613.8,ascending stairs,162.0
1613.91,ascending stairs,162.0
1614.02,ascending stairs,162.0
1614.13,ascending stairs,162.0
1614.23,ascending stairs,162.0
1614.34,ascending stairs,162.0
1614.45,ascending stairs,162.0
1614.56,ascending stairs,162.0
1614.67,ascending stairs,162.0
1614.78,ascending stairs,162.0
1614.89,ascending stairs,162.0
1615.0,ascending stairs,162.0
